Date,Location,Number_of_Visitors
2021-11-05 09:19:50.380761520,Ghost Tours & Historical Walks,3126
2021-11-08 07:35:57.114228464,Kimberley Museum,7310
2021-11-08 07:35:57.114228464,McGregor Museum,4241
2021-11-08 07:35:57.114228464,William Humphreys Art Gallery,4274
2021-11-08 07:35:57.114228464,Magersfontein Battlefield,6622
2021-11-08 07:35:57.114228464,Ghost Tours & Historical Walks,3698
2021-11-11 05:52:03.847695392,Kimberley Museum,6912
2021-11-11 05:52:03.847695392,McGregor Museum,6326
2021-11-11 05:52:03.847695392,William Humphreys Art Gallery,3895
2021-11-11 05:52:03.847695392,Magersfontein Battlefield,5247
2021-11-11 05:52:03.847695392,Ghost Tours & Historical Walks,5357
2021-11-14 04:08:10.581162320,Kimberley Museum,3831
2021-11-14 04:08:10.581162320,McGregor Museum,5916
2021-11-14 04:08:10.581162320,William Humphreys Art Gallery,6189
2021-11-14 04:08:10.581162320,Magersfontein Battlefield,5855
2021-11-14 04:08:10.581162320,Ghost Tours & Historical Walks,1462
2021-11-17 02:24:17.314629264,Kimberley Museum,7469
2021-11-17 02:24:17.314629264,McGregor Museum,4308
2021-11-17 02:24:17.314629264,William Humphreys Art Gallery,5073
2021-11-17 02:24:17.314629264,Magersfontein Battlefield,5208
2021-11-17 02:24:17.314629264,Ghost Tours & Historical Walks,2439
2021-11-20 00:40:24.048096192,Kimberley Museum,3001
2021-11-20 00:40:24.048096192,McGregor Museum,5619
2021-11-20 00:40:24.048096192,William Humphreys Art Gallery,2728
2021-11-20 00:40:24.048096192,Magersfontein Battlefield,4649
2021-11-20 00:40:24.048096192,Ghost Tours & Historical Walks,6770
2021-11-22 22:56:30.781563136,Kimberley Museum,5536
2021-11-22 22:56:30.781563136,McGregor Museum,6300
2021-11-22 22:56:30.781563136,William Humphreys Art Gallery,5887
2021-11-22 22:56:30.781563136,Magersfontein Battlefield,3546
2021-11-22 22:56:30.781563136,Ghost Tours & Historical Walks,4567
2021-11-25 21:12:37.515030064,Kimberley Museum,5911
2021-11-25 21:12:37.515030064,McGregor Museum,3718
2021-11-25 21:12:37.515030064,William Humphreys Art Gallery,1744
2021-11-25 21:12:37.515030064,Magersfontein Battlefield,5613
2021-11-25 21:12:37.515030064,Ghost Tours & Historical Walks,5881
2021-11-28 19:28:44.248496992,Kimberley Museum,6813
2021-11-28 19:28:44.248496992,McGregor Museum,5750
2021-11-28 19:28:44.248496992,William Humphreys Art Gallery,4846
2021-11-28 19:28:44.248496992,Magersfontein Battlefield,4205
2021-11-28 19:28:44.248496992,Ghost Tours & Historical Walks,5161
2021-12-01 17:44:50.981963936,Kimberley Museum,6026
2021-12-01 17:44:50.981963936,McGregor Museum,2351
2021-12-01 17:44:50.981963936,William Humphreys Art Gallery,3618
2021-12-01 17:44:50.981963936,Magersfontein Battlefield,6262
2021-12-01 17:44:50.981963936,Ghost Tours & Historical Walks,4195
2021-12-04 16:00:57.715430864,Kimberley Museum,4972
2021-12-04 16:00:57.715430864,McGregor Museum,6737
2021-12-04 16:00:57.715430864,William Humphreys Art Gallery,3879
2021-12-04 16:00:57.715430864,Magersfontein Battlefield,5691
2021-12-04 16:00:57.715430864,Ghost Tours & Historical Walks,3858
2021-12-07 14:17:04.448897792,Kimberley Museum,8238
2021-12-07 14:17:04.448897792,McGregor Museum,6380
2021-12-07 14:17:04.448897792,William Humphreys Art Gallery,5797
2021-12-07 14:17:04.448897792,Magersfontein Battlefield,6043
2021-12-07 14:17:04.448897792,Ghost Tours & Historical Walks,5485
2021-12-10 12:33:11.182364736,Kimberley Museum,5005
2021-12-10 12:33:11.182364736,McGregor Museum,6251
2021-12-10 12:33:11.182364736,William Humphreys Art Gallery,6385
2021-12-10 12:33:11.182364736,Magersfontein Battlefield,7131
2021-12-10 12:33:11.182364736,Ghost Tours & Historical Walks,4114
2021-12-13 10:49:17.915831664,Kimberley Museum,5391
2021-12-13 10:49:17.915831664,McGregor Museum,6798
2021-12-13 10:49:17.915831664,William Humphreys Art Gallery,3929
2021-12-13 10:49:17.915831664,Magersfontein Battlefield,4687
2021-12-13 10:49:17.915831664,Ghost Tours & Historical Walks,4018
2021-12-16 09:05:24.649298592,Kimberley Museum,5376
2021-12-16 09:05:24.649298592,McGregor Museum,2605
2021-12-16 09:05:24.649298592,William Humphreys Art Gallery,4479
2021-12-16 09:05:24.649298592,Magersfontein Battlefield,5531
2021-12-16 09:05:24.649298592,Ghost Tours & Historical Walks,7482
2021-12-19 07:21:31.382765536,Kimberley Museum,3694
2021-12-19 07:21:31.382765536,McGregor Museum,7779
2021-12-19 07:21:31.382765536,William Humphreys Art Gallery,4040
2021-12-19 07:21:31.382765536,Magersfontein Battlefield,2604
2021-12-19 07:21:31.382765536,Ghost Tours & Historical Walks,4131
2021-12-22 05:37:38.116232464,Kimberley Museum,4611
2021-12-22 05:37:38.116232464,McGregor Museum,5811
2021-12-22 05:37:38.116232464,William Humphreys Art Gallery,5801
2021-12-22 05:37:38.116232464,Magersfontein Battlefield,5106
2021-12-22 05:37:38.116232464,Ghost Tours & Historical Walks,3491
2021-12-25 03:53:44.849699408,Kimberley Museum,5170
2021-12-25 03:53:44.849699408,McGregor Museum,5072
2021-12-25 03:53:44.849699408,William Humphreys Art Gallery,3364
2021-12-25 03:53:44.849699408,Magersfontein Battlefield,6656
2021-12-25 03:53:44.849699408,Ghost Tours & Historical Walks,6329
2021-12-28 02:09:51.583166336,Kimberley Museum,4461
2021-12-28 02:09:51.583166336,McGregor Museum,5610
2021-12-28 02:09:51.583166336,William Humphreys Art Gallery,5485
2021-12-28 02:09:51.583166336,Magersfontein Battlefield,7983
2021-12-28 02:09:51.583166336,Ghost Tours & Historical Walks,4989
2021-12-31 00:25:58.316633264,Kimberley Museum,3395
2021-12-31 00:25:58.316633264,McGregor Museum,5710
2021-12-31 00:25:58.316633264,William Humphreys Art Gallery,5519
2021-12-31 00:25:58.316633264,Magersfontein Battlefield,4863
2021-12-31 00:25:58.316633264,Ghost Tours & Historical Walks,5503
2022-01-02 22:42:05.050100208,Kimberley Museum,4079
2022-01-02 22:42:05.050100208,McGregor Museum,4172
2022-01-02 22:42:05.050100208,William Humphreys Art Gallery,6444
2022-01-02 22:42:05.050100208,Magersfontein Battlefield,3096
2022-01-02 22:42:05.050100208,Ghost Tours & Historical Walks,4746
2022-01-05 20:58:11.783567136,Kimberley Museum,5759
2022-01-05 20:58:11.783567136,McGregor Museum,3454
2022-01-05 20:58:11.783567136,William Humphreys Art Gallery,5364
2022-01-05 20:58:11.783567136,Magersfontein Battlefield,4513
2022-01-05 20:58:11.783567136,Ghost Tours & Historical Walks,5609
2022-01-08 19:14:18.517034064,Kimberley Museum,5136
2022-01-08 19:14:18.517034064,McGregor Museum,5095
2022-01-08 19:14:18.517034064,William Humphreys Art Gallery,4719
2022-01-08 19:14:18.517034064,Magersfontein Battlefield,3863
2022-01-08 19:14:18.517034064,Ghost Tours & Historical Walks,7811
2022-01-11 17:30:25.250501008,Kimberley Museum,2910
2022-01-11 17:30:25.250501008,McGregor Museum,4771
2022-01-11 17:30:25.250501008,William Humphreys Art Gallery,5593
2022-01-11 17:30:25.250501008,Magersfontein Battlefield,2843
2022-01-11 17:30:25.250501008,Ghost Tours & Historical Walks,7157
2022-01-14 15:46:31.983967936,Kimberley Museum,4516
2022-01-14 15:46:31.983967936,McGregor Museum,3549
2022-01-14 15:46:31.983967936,William Humphreys Art Gallery,4496
2022-01-14 15:46:31.983967936,Magersfontein Battlefield,6400
2022-01-14 15:46:31.983967936,Ghost Tours & Historical Walks,6648
2022-01-17 14:02:38.717434880,Kimberley Museum,5772
2022-01-17 14:02:38.717434880,McGregor Museum,4504
2022-01-17 14:02:38.717434880,William Humphreys Art Gallery,4516
2022-01-17 14:02:38.717434880,Magersfontein Battlefield,5705
2022-01-17 14:02:38.717434880,Ghost Tours & Historical Walks,6201
2022-01-20 12:18:45.450901808,Kimberley Museum,3072
2022-01-20 12:18:45.450901808,McGregor Museum,4774
2022-01-20 12:18:45.450901808,William Humphreys Art Gallery,6613
2022-01-20 12:18:45.450901808,Magersfontein Battlefield,3247
2022-01-20 12:18:45.450901808,Ghost Tours & Historical Walks,4360
2022-01-23 10:34:52.184368736,Kimberley Museum,4627
2022-01-23 10:34:52.184368736,McGregor Museum,2528
2022-01-23 10:34:52.184368736,William Humphreys Art Gallery,3389
2022-01-23 10:34:52.184368736,Magersfontein Battlefield,6801
2022-01-23 10:34:52.184368736,Ghost Tours & Historical Walks,4887
2022-01-26 08:50:58.917835680,Kimberley Museum,5202
2022-01-26 08:50:58.917835680,McGregor Museum,6151
2022-01-26 08:50:58.917835680,William Humphreys Art Gallery,4474
2022-01-26 08:50:58.917835680,Magersfontein Battlefield,3174
2022-01-26 08:50:58.917835680,Ghost Tours & Historical Walks,5270
2022-01-29 07:07:05.651302608,Kimberley Museum,4609
2022-01-29 07:07:05.651302608,McGregor Museum,4712
2022-01-29 07:07:05.651302608,William Humphreys Art Gallery,5656
2022-01-29 07:07:05.651302608,Magersfontein Battlefield,4752
2022-01-29 07:07:05.651302608,Ghost Tours & Historical Walks,6230
2022-02-01 05:23:12.384769536,Kimberley Museum,6973
2022-02-01 05:23:12.384769536,McGregor Museum,3700
2022-02-01 05:23:12.384769536,William Humphreys Art Gallery,3473
2022-02-01 05:23:12.384769536,Magersfontein Battlefield,3557
2022-02-01 05:23:12.384769536,Ghost Tours & Historical Walks,7171
2022-02-04 03:39:19.118236480,Kimberley Museum,6585
2022-02-04 03:39:19.118236480,McGregor Museum,6078
2022-02-04 03:39:19.118236480,William Humphreys Art Gallery,4815
2022-02-04 03:39:19.118236480,Magersfontein Battlefield,5193
2022-02-04 03:39:19.118236480,Ghost Tours & Historical Walks,2960
2022-02-07 01:55:25.851703408,Kimberley Museum,4446
2022-02-07 01:55:25.851703408,McGregor Museum,4615
2022-02-07 01:55:25.851703408,William Humphreys Art Gallery,3929
2022-02-07 01:55:25.851703408,Magersfontein Battlefield,5449
2022-02-07 01:55:25.851703408,Ghost Tours & Historical Walks,4247
2022-02-10 00:11:32.585170336,Kimberley Museum,6847
2022-02-10 00:11:32.585170336,McGregor Museum,5449
2022-02-10 00:11:32.585170336,William Humphreys Art Gallery,5762
2022-02-10 00:11:32.585170336,Magersfontein Battlefield,5397
2022-02-10 00:11:32.585170336,Ghost Tours & Historical Walks,3965
2022-02-12 22:27:39.318637280,Kimberley Museum,5219
2022-02-12 22:27:39.318637280,McGregor Museum,5810
2022-02-12 22:27:39.318637280,William Humphreys Art Gallery,5144
2022-02-12 22:27:39.318637280,Magersfontein Battlefield,4819
2022-02-12 22:27:39.318637280,Ghost Tours & Historical Walks,6022
2022-02-15 20:43:46.052104208,Kimberley Museum,4137
2022-02-15 20:43:46.052104208,McGregor Museum,3728
2022-02-15 20:43:46.052104208,William Humphreys Art Gallery,4273
2022-02-15 20:43:46.052104208,Magersfontein Battlefield,5672
2022-02-15 20:43:46.052104208,Ghost Tours & Historical Walks,3882
2022-02-18 18:59:52.785571152,Kimberley Museum,5518
2022-02-18 18:59:52.785571152,McGregor Museum,4497
2022-02-18 18:59:52.785571152,William Humphreys Art Gallery,4607
2022-02-18 18:59:52.785571152,Magersfontein Battlefield,3738
2022-02-18 18:59:52.785571152,Ghost Tours & Historical Walks,4969
2022-02-21 17:15:59.519038080,Kimberley Museum,3058
2022-02-21 17:15:59.519038080,McGregor Museum,4701
2022-02-21 17:15:59.519038080,William Humphreys Art Gallery,4317
2022-02-21 17:15:59.519038080,Magersfontein Battlefield,4310
2022-02-21 17:15:59.519038080,Ghost Tours & Historical Walks,6008
2022-02-24 15:32:06.252505008,Kimberley Museum,4929
2022-02-24 15:32:06.252505008,McGregor Museum,8675
2022-02-24 15:32:06.252505008,William Humphreys Art Gallery,3458
2022-02-24 15:32:06.252505008,Magersfontein Battlefield,2419
2022-02-24 15:32:06.252505008,Ghost Tours & Historical Walks,2340
2022-02-27 13:48:12.985971952,Kimberley Museum,4935
2022-02-27 13:48:12.985971952,McGregor Museum,5289
2022-02-27 13:48:12.985971952,William Humphreys Art Gallery,4140
2022-02-27 13:48:12.985971952,Magersfontein Battlefield,5128
2022-02-27 13:48:12.985971952,Ghost Tours & Historical Walks,4264
2022-03-02 12:04:19.719438880,Kimberley Museum,7543
2022-03-02 12:04:19.719438880,McGregor Museum,3429
2022-03-02 12:04:19.719438880,William Humphreys Art Gallery,2949
2022-03-02 12:04:19.719438880,Magersfontein Battlefield,3644
2022-03-02 12:04:19.719438880,Ghost Tours & Historical Walks,4474
2022-03-05 10:20:26.452905808,Kimberley Museum,7358
2022-03-05 10:20:26.452905808,McGregor Museum,7846
2022-03-05 10:20:26.452905808,William Humphreys Art Gallery,5739
2022-03-05 10:20:26.452905808,Magersfontein Battlefield,5695
2022-03-05 10:20:26.452905808,Ghost Tours & Historical Walks,3777
2022-03-08 08:36:33.186372752,Kimberley Museum,4334
2022-03-08 08:36:33.186372752,McGregor Museum,3913
2022-03-08 08:36:33.186372752,William Humphreys Art Gallery,5920
2022-03-08 08:36:33.186372752,Magersfontein Battlefield,5667
2022-03-08 08:36:33.186372752,Ghost Tours & Historical Walks,5881
2022-03-11 06:52:39.919839680,Kimberley Museum,4367
2022-03-11 06:52:39.919839680,McGregor Museum,5018
2022-03-11 06:52:39.919839680,William Humphreys Art Gallery,5592
2022-03-11 06:52:39.919839680,Magersfontein Battlefield,3160
2022-03-11 06:52:39.919839680,Ghost Tours & Historical Walks,5586
2022-03-14 05:08:46.653306624,Kimberley Museum,6080
2022-03-14 05:08:46.653306624,McGregor Museum,2860
2022-03-14 05:08:46.653306624,William Humphreys Art Gallery,5215
2022-03-14 05:08:46.653306624,Magersfontein Battlefield,6500
2022-03-14 05:08:46.653306624,Ghost Tours & Historical Walks,5356
2022-03-17 03:24:53.386773552,Kimberley Museum,3494
2022-03-17 03:24:53.386773552,McGregor Museum,4436
2022-03-17 03:24:53.386773552,William Humphreys Art Gallery,4609
2022-03-17 03:24:53.386773552,Magersfontein Battlefield,3077
2022-03-17 03:24:53.386773552,Ghost Tours & Historical Walks,5757
2022-03-20 01:41:00.120240480,Kimberley Museum,4296
2022-03-20 01:41:00.120240480,McGregor Museum,4963
2022-03-20 01:41:00.120240480,William Humphreys Art Gallery,7390
2022-03-20 01:41:00.120240480,Magersfontein Battlefield,3565
2022-03-20 01:41:00.120240480,Ghost Tours & Historical Walks,6511
2022-03-22 23:57:06.853707424,Kimberley Museum,2333
2022-03-22 23:57:06.853707424,McGregor Museum,6556
2022-03-22 23:57:06.853707424,William Humphreys Art Gallery,5494
2022-03-22 23:57:06.853707424,Magersfontein Battlefield,2737
2022-03-22 23:57:06.853707424,Ghost Tours & Historical Walks,4492
2022-03-25 22:13:13.587174352,Kimberley Museum,7759
2022-03-25 22:13:13.587174352,McGregor Museum,6032
2022-03-25 22:13:13.587174352,William Humphreys Art Gallery,3352
2022-03-25 22:13:13.587174352,Magersfontein Battlefield,7440
2022-03-25 22:13:13.587174352,Ghost Tours & Historical Walks,4229
2022-03-28 20:29:20.320641280,Kimberley Museum,4126
2022-03-28 20:29:20.320641280,McGregor Museum,1079
2022-03-28 20:29:20.320641280,William Humphreys Art Gallery,3309
2022-03-28 20:29:20.320641280,Magersfontein Battlefield,3560
2022-03-28 20:29:20.320641280,Ghost Tours & Historical Walks,3853
2022-03-31 18:45:27.054108224,Kimberley Museum,3987
2022-03-31 18:45:27.054108224,McGregor Museum,6582
2022-03-31 18:45:27.054108224,William Humphreys Art Gallery,4461
2022-03-31 18:45:27.054108224,Magersfontein Battlefield,5587
2022-03-31 18:45:27.054108224,Ghost Tours & Historical Walks,5960
2022-04-03 17:01:33.787575152,Kimberley Museum,4716
2022-04-03 17:01:33.787575152,McGregor Museum,5062
2022-04-03 17:01:33.787575152,William Humphreys Art Gallery,5523
2022-04-03 17:01:33.787575152,Magersfontein Battlefield,6013
2022-04-03 17:01:33.787575152,Ghost Tours & Historical Walks,3722
2022-04-06 15:17:40.521042080,Kimberley Museum,7343
2022-04-06 15:17:40.521042080,McGregor Museum,5879
2022-04-06 15:17:40.521042080,William Humphreys Art Gallery,1508
2022-04-06 15:17:40.521042080,Magersfontein Battlefield,4459
2022-04-06 15:17:40.521042080,Ghost Tours & Historical Walks,5914
2022-04-09 13:33:47.254509024,Kimberley Museum,6627
2022-04-09 13:33:47.254509024,McGregor Museum,5461
2022-04-09 13:33:47.254509024,William Humphreys Art Gallery,6965
2022-04-09 13:33:47.254509024,Magersfontein Battlefield,4511
2022-04-09 13:33:47.254509024,Ghost Tours & Historical Walks,5501
2022-04-12 11:49:53.987975952,Kimberley Museum,3636
2022-04-12 11:49:53.987975952,McGregor Museum,5451
2022-04-12 11:49:53.987975952,William Humphreys Art Gallery,5217
2022-04-12 11:49:53.987975952,Magersfontein Battlefield,4126
2022-04-12 11:49:53.987975952,Ghost Tours & Historical Walks,6839
2022-04-15 10:06:00.721442896,Kimberley Museum,6720
2022-04-15 10:06:00.721442896,McGregor Museum,5137
2022-04-15 10:06:00.721442896,William Humphreys Art Gallery,4123
2022-04-15 10:06:00.721442896,Magersfontein Battlefield,4580
2022-04-15 10:06:00.721442896,Ghost Tours & Historical Walks,4279
2022-04-18 08:22:07.454909824,Kimberley Museum,7677
2022-04-18 08:22:07.454909824,McGregor Museum,4993
2022-04-18 08:22:07.454909824,William Humphreys Art Gallery,4360
2022-04-18 08:22:07.454909824,Magersfontein Battlefield,5878
2022-04-18 08:22:07.454909824,Ghost Tours & Historical Walks,7491
2022-04-21 06:38:14.188376752,Kimberley Museum,4835
2022-04-21 06:38:14.188376752,McGregor Museum,4477
2022-04-21 06:38:14.188376752,William Humphreys Art Gallery,4816
2022-04-21 06:38:14.188376752,Magersfontein Battlefield,6231
2022-04-21 06:38:14.188376752,Ghost Tours & Historical Walks,5668
2022-04-24 04:54:20.921843696,Kimberley Museum,2337
2022-04-24 04:54:20.921843696,McGregor Museum,5260
2022-04-24 04:54:20.921843696,William Humphreys Art Gallery,1945
2022-04-24 04:54:20.921843696,Magersfontein Battlefield,5797
2022-04-24 04:54:20.921843696,Ghost Tours & Historical Walks,6171
2022-04-27 03:10:27.655310624,Kimberley Museum,5932
2022-04-27 03:10:27.655310624,McGregor Museum,6278
2022-04-27 03:10:27.655310624,William Humphreys Art Gallery,5489
2022-04-27 03:10:27.655310624,Magersfontein Battlefield,3678
2022-04-27 03:10:27.655310624,Ghost Tours & Historical Walks,5551
2022-04-30 01:26:34.388777552,Kimberley Museum,5312
2022-04-30 01:26:34.388777552,McGregor Museum,7283
2022-04-30 01:26:34.388777552,William Humphreys Art Gallery,5016
2022-04-30 01:26:34.388777552,Magersfontein Battlefield,5097
2022-04-30 01:26:34.388777552,Ghost Tours & Historical Walks,6433
2022-05-02 23:42:41.122244496,Kimberley Museum,4743
2022-05-02 23:42:41.122244496,McGregor Museum,8574
2022-05-02 23:42:41.122244496,William Humphreys Art Gallery,6705
2022-05-02 23:42:41.122244496,Magersfontein Battlefield,3394
2022-05-02 23:42:41.122244496,Ghost Tours & Historical Walks,6255
2022-05-05 21:58:47.855711424,Kimberley Museum,6051
2022-05-05 21:58:47.855711424,McGregor Museum,5546
2022-05-05 21:58:47.855711424,William Humphreys Art Gallery,4944
2022-05-05 21:58:47.855711424,Magersfontein Battlefield,6514
2022-05-05 21:58:47.855711424,Ghost Tours & Historical Walks,4342
2022-05-08 20:14:54.589178352,Kimberley Museum,5572
2022-05-08 20:14:54.589178352,McGregor Museum,5442
2022-05-08 20:14:54.589178352,William Humphreys Art Gallery,5469
2022-05-08 20:14:54.589178352,Magersfontein Battlefield,6837
2022-05-08 20:14:54.589178352,Ghost Tours & Historical Walks,2609
2022-05-11 18:31:01.322645296,Kimberley Museum,4917
2022-05-11 18:31:01.322645296,McGregor Museum,4174
2022-05-11 18:31:01.322645296,William Humphreys Art Gallery,2115
2022-05-11 18:31:01.322645296,Magersfontein Battlefield,4976
2022-05-11 18:31:01.322645296,Ghost Tours & Historical Walks,4798
2022-05-14 16:47:08.056112224,Kimberley Museum,3842
2022-05-14 16:47:08.056112224,McGregor Museum,4149
2022-05-14 16:47:08.056112224,William Humphreys Art Gallery,4669
2022-05-14 16:47:08.056112224,Magersfontein Battlefield,4539
2022-05-14 16:47:08.056112224,Ghost Tours & Historical Walks,6022
2022-05-17 15:03:14.789579168,Kimberley Museum,4869
2022-05-17 15:03:14.789579168,McGregor Museum,8794
2022-05-17 15:03:14.789579168,William Humphreys Art Gallery,4069
2022-05-17 15:03:14.789579168,Magersfontein Battlefield,4972
2022-05-17 15:03:14.789579168,Ghost Tours & Historical Walks,4554
2022-05-20 13:19:21.523046096,Kimberley Museum,5169
2022-05-20 13:19:21.523046096,McGregor Museum,3717
2022-05-20 13:19:21.523046096,William Humphreys Art Gallery,7107
2022-05-20 13:19:21.523046096,Magersfontein Battlefield,5457
2022-05-20 13:19:21.523046096,Ghost Tours & Historical Walks,4739
2022-05-23 11:35:28.256513024,Kimberley Museum,2980
2022-05-23 11:35:28.256513024,McGregor Museum,5036
2022-05-23 11:35:28.256513024,William Humphreys Art Gallery,7608
2022-05-23 11:35:28.256513024,Magersfontein Battlefield,7393
2022-05-23 11:35:28.256513024,Ghost Tours & Historical Walks,3617
2022-05-26 09:51:34.989979968,Kimberley Museum,3651
2022-05-26 09:51:34.989979968,McGregor Museum,6726
2022-05-26 09:51:34.989979968,William Humphreys Art Gallery,6117
2022-05-26 09:51:34.989979968,Magersfontein Battlefield,7842
2022-05-26 09:51:34.989979968,Ghost Tours & Historical Walks,4890
2022-05-29 08:07:41.723446896,Kimberley Museum,6124
2022-05-29 08:07:41.723446896,McGregor Museum,3558
2022-05-29 08:07:41.723446896,William Humphreys Art Gallery,7392
2022-05-29 08:07:41.723446896,Magersfontein Battlefield,6178
2022-05-29 08:07:41.723446896,Ghost Tours & Historical Walks,5221
2022-06-01 06:23:48.456913824,Kimberley Museum,6130
2022-06-01 06:23:48.456913824,McGregor Museum,6193
2022-06-01 06:23:48.456913824,William Humphreys Art Gallery,2992
2022-06-01 06:23:48.456913824,Magersfontein Battlefield,6131
2022-06-01 06:23:48.456913824,Ghost Tours & Historical Walks,5729
2022-06-04 04:39:55.190380768,Kimberley Museum,6261
2022-06-04 04:39:55.190380768,McGregor Museum,3621
2022-06-04 04:39:55.190380768,William Humphreys Art Gallery,4401
2022-06-04 04:39:55.190380768,Magersfontein Battlefield,3707
2022-06-04 04:39:55.190380768,Ghost Tours & Historical Walks,5957
2022-06-07 02:56:01.923847696,Kimberley Museum,7487
2022-06-07 02:56:01.923847696,McGregor Museum,4179
2022-06-07 02:56:01.923847696,William Humphreys Art Gallery,5903
2022-06-07 02:56:01.923847696,Magersfontein Battlefield,5774
2022-06-07 02:56:01.923847696,Ghost Tours & Historical Walks,4598
2022-06-10 01:12:08.657314640,Kimberley Museum,3104
2022-06-10 01:12:08.657314640,McGregor Museum,7183
2022-06-10 01:12:08.657314640,William Humphreys Art Gallery,4898
2022-06-10 01:12:08.657314640,Magersfontein Battlefield,4084
2022-06-10 01:12:08.657314640,Ghost Tours & Historical Walks,7139
2022-06-12 23:28:15.390781568,Kimberley Museum,3203
2022-06-12 23:28:15.390781568,McGregor Museum,6010
2022-06-12 23:28:15.390781568,William Humphreys Art Gallery,4313
2022-06-12 23:28:15.390781568,Magersfontein Battlefield,4510
2022-06-12 23:28:15.390781568,Ghost Tours & Historical Walks,7038
2022-06-15 21:44:22.124248496,Kimberley Museum,6923
2022-06-15 21:44:22.124248496,McGregor Museum,7063
2022-06-15 21:44:22.124248496,William Humphreys Art Gallery,3115
2022-06-15 21:44:22.124248496,Magersfontein Battlefield,5973
2022-06-15 21:44:22.124248496,Ghost Tours & Historical Walks,4531
2022-06-18 20:00:28.857715440,Kimberley Museum,3889
2022-06-18 20:00:28.857715440,McGregor Museum,3847
2022-06-18 20:00:28.857715440,William Humphreys Art Gallery,5293
2022-06-18 20:00:28.857715440,Magersfontein Battlefield,5102
2022-06-18 20:00:28.857715440,Ghost Tours & Historical Walks,4595
2022-06-21 18:16:35.591182368,Kimberley Museum,7666
2022-06-21 18:16:35.591182368,McGregor Museum,5943
2022-06-21 18:16:35.591182368,William Humphreys Art Gallery,4963
2022-06-21 18:16:35.591182368,Magersfontein Battlefield,3917
2022-06-21 18:16:35.591182368,Ghost Tours & Historical Walks,4091
2022-06-24 16:32:42.324649296,Kimberley Museum,3004
2022-06-24 16:32:42.324649296,McGregor Museum,3272
2022-06-24 16:32:42.324649296,William Humphreys Art Gallery,6246
2022-06-24 16:32:42.324649296,Magersfontein Battlefield,6418
2022-06-24 16:32:42.324649296,Ghost Tours & Historical Walks,2457
2022-06-27 14:48:49.058116240,Kimberley Museum,5745
2022-06-27 14:48:49.058116240,McGregor Museum,4512
2022-06-27 14:48:49.058116240,William Humphreys Art Gallery,4491
2022-06-27 14:48:49.058116240,Magersfontein Battlefield,4914
2022-06-27 14:48:49.058116240,Ghost Tours & Historical Walks,2142
2022-06-30 13:04:55.791583168,Kimberley Museum,5357
2022-06-30 13:04:55.791583168,McGregor Museum,1212
2022-06-30 13:04:55.791583168,William Humphreys Art Gallery,6432
2022-06-30 13:04:55.791583168,Magersfontein Battlefield,8183
2022-06-30 13:04:55.791583168,Ghost Tours & Historical Walks,3814
2022-07-03 11:21:02.525050096,Kimberley Museum,6886
2022-07-03 11:21:02.525050096,McGregor Museum,4782
2022-07-03 11:21:02.525050096,William Humphreys Art Gallery,4588
2022-07-03 11:21:02.525050096,Magersfontein Battlefield,5880
2022-07-03 11:21:02.525050096,Ghost Tours & Historical Walks,5604
2022-07-06 09:37:09.258517040,Kimberley Museum,5152
2022-07-06 09:37:09.258517040,McGregor Museum,3376
2022-07-06 09:37:09.258517040,William Humphreys Art Gallery,6484
2022-07-06 09:37:09.258517040,Magersfontein Battlefield,4641
2022-07-06 09:37:09.258517040,Ghost Tours & Historical Walks,4226
2022-07-09 07:53:15.991983968,Kimberley Museum,4315
2022-07-09 07:53:15.991983968,McGregor Museum,5202
2022-07-09 07:53:15.991983968,William Humphreys Art Gallery,5342
2022-07-09 07:53:15.991983968,Magersfontein Battlefield,5725
2022-07-09 07:53:15.991983968,Ghost Tours & Historical Walks,4594
2022-07-12 06:09:22.725450912,Kimberley Museum,5458
2022-07-12 06:09:22.725450912,McGregor Museum,9823
2022-07-12 06:09:22.725450912,William Humphreys Art Gallery,5532
2022-07-12 06:09:22.725450912,Magersfontein Battlefield,7271
2022-07-12 06:09:22.725450912,Ghost Tours & Historical Walks,7645
2022-07-15 04:25:29.458917840,Kimberley Museum,4334
2022-07-15 04:25:29.458917840,McGregor Museum,4326
2022-07-15 04:25:29.458917840,William Humphreys Art Gallery,5758
2022-07-15 04:25:29.458917840,Magersfontein Battlefield,4992
2022-07-15 04:25:29.458917840,Ghost Tours & Historical Walks,1814
2022-07-18 02:41:36.192384768,Kimberley Museum,1125
2022-07-18 02:41:36.192384768,McGregor Museum,4563
2022-07-18 02:41:36.192384768,William Humphreys Art Gallery,5175
2022-07-18 02:41:36.192384768,Magersfontein Battlefield,5638
2022-07-18 02:41:36.192384768,Ghost Tours & Historical Walks,5768
2022-07-21 00:57:42.925851712,Kimberley Museum,5136
2022-07-21 00:57:42.925851712,McGregor Museum,2139
2022-07-21 00:57:42.925851712,William Humphreys Art Gallery,2901
2022-07-21 00:57:42.925851712,Magersfontein Battlefield,5540
2022-07-21 00:57:42.925851712,Ghost Tours & Historical Walks,6459
2022-07-23 23:13:49.659318640,Kimberley Museum,6904
2022-07-23 23:13:49.659318640,McGregor Museum,7689
2022-07-23 23:13:49.659318640,William Humphreys Art Gallery,5521
2022-07-23 23:13:49.659318640,Magersfontein Battlefield,5241
